candidate,layer,proj,fp_parity_rel,A_only_nmse,W_only_nmse,AW_nmse,interaction_nmse,AW_cosine,AW_sqnr_db,max_abs_err_AW,verdict,n_rows
Random_s1234,3,K,2.7702194529410917e-06,0.005352947860956192,0.006662486121058464,0.01215958409011364,0.00014415010809898376,0.993973970413208,19.150812795417128,8.763836860656738,mixed,8000
Random_s1234,3,V,3.979676876042504e-06,0.015422926284372807,0.018851706758141518,0.034655194729566574,0.0003805616870522499,0.9831123352050781,14.602316564839304,10.494854927062988,mixed,8000
Random_s1234,4,K,2.767504383882624e-06,0.0053800735622644424,0.006797209847718477,0.012312110513448715,0.00013482710346579552,0.9939021468162537,19.09667494933762,8.301520347595215,mixed,8000
Random_s1234,4,V,3.5543746434996137e-06,0.01905367709696293,0.023486081510782242,0.04297277703881264,0.00043301843106746674,0.9791662693023682,13.668065799055306,9.589150428771973,mixed,8000
RC_L0_learned,0,K,2.3484469693357823e-06,0.01670255698263645,0.0076767755672335625,0.02480952814221382,0.0004301955923438072,0.987847089767456,16.053814955900048,16.355411529541016,mixed,8000
RC_L0_learned,0,V,3.3237822663068073e-06,0.03141772747039795,0.014233765192329884,0.04645592346787453,0.0008044308051466942,0.9775131344795227,13.329589024368289,9.606117248535156,mixed,8000
RC_L0_learned,1,K,4.746962076751515e-06,0.007925109006464481,0.0036788054276257753,0.01179947517812252,0.00019556074403226376,0.994155764579773,19.281373089916897,13.273935317993164,mixed,8000
RC_L0_learned,1,V,2.752469526967616e-06,0.037566445767879486,0.016906069591641426,0.055437758564949036,0.0009652432054281235,0.9733594655990601,12.561943372446049,10.041923522949219,mixed,8000
RC_L0_learned,2,K,2.79018672699749e-06,0.013750222511589527,0.00625470420345664,0.020352987572550774,0.00034806085750460625,0.9899573922157288,16.913718325792637,14.456449508666992,mixed,8000
RC_L0_learned,2,V,3.234159066778375e-06,0.03212506324052811,0.014819355681538582,0.047730494290590286,0.0007860753685235977,0.9769298434257507,13.212040681151244,13.280170440673828,mixed,8000
