cell,prompt_id,mean_acceptance,acceptance_list,accepted_depths,first_rejection_depths,n_new_tokens,n_cycles,tree_size,exact_match,first_mismatch
T4_D16,153,2.6667,"[1, 2, 3, 5, 5, 6, 4, 2, 4, 3, 3, 6, 4, 3, 1, 3, 1, 2, 4, 4, 4, 4, 3, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 3, 1, 2, 4, 2, 3, 3, 2, 6, 2, 3, 1, 2]","[0, 1, 2, 4, 4, 5, 3, 1, 3, 2, 2, 5, 3, 2, 0, 2, 0, 1, 3, 3, 3, 3, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 1, 3, 1, 2, 2, 1, 5, 1, 2, 0, 1]","[1, 2, 3, 5, 5, 5, 4, 2, 4, 3, 3, 5, 4, 3, 1, 3, 1, 2, 4, 4, 4, 4, 3, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 3, 1, 2, 4, 2, 3, 3, 2, 5, 2, 3, 1, 2]",128,48,26,False,28
T4_D16,154,3.225,"[3, 4, 4, 4, 4, 5, 4, 3, 3, 6, 4, 4, 4, 3, 5, 5, 3, 4, 2, 4, 6, 1, 3, 2, 4, 1, 2, 1, 2, 3, 2, 2, 2, 2, 1, 2, 2, 4, 6, 3]","[2, 3, 3, 3, 3, 4, 3, 2, 2, 5, 3, 3, 3, 2, 4, 4, 2, 3, 1, 3, 5, 0, 2, 1, 3, 0, 1, 0, 1, 2, 1, 1, 1, 1, 0, 1, 1, 3, 5, 2]","[3, 4, 4, 4, 4, 5, 4, 3, 3, 5, 4, 4, 4, 3, 5, 5, 3, 4, 2, 4, 5, 1, 3, 2, 4, 1, 2, 1, 2, 3, 2, 2, 2, 2, 1, 2, 2, 4, 5, 3]",128,40,26,False,18
T4_D16,155,2.5294,"[1, 4, 2, 1, 4, 2, 4, 6, 5, 2, 2, 2, 2, 2, 1, 4, 2, 4, 2, 2, 4, 1, 1, 1, 2, 3, 1, 3, 3, 1, 3, 3, 3, 4, 1, 2, 2, 4, 6, 2, 1, 1, 1, 2, 1, 2, 5, 5, 1, 2, 4]","[0, 3, 1, 0, 3, 1, 3, 5, 4, 1, 1, 1, 1, 1, 0, 3, 1, 3, 1, 1, 3, 0, 0, 0, 1, 2, 0, 2, 2, 0, 2, 2, 2, 3, 0, 1, 1, 3, 5, 1, 0, 0, 0, 1, 0, 1, 4, 4, 0, 1, 3]","[1, 4, 2, 1, 4, 2, 4, 5, 5, 2, 2, 2, 2, 2, 1, 4, 2, 4, 2, 2, 4, 1, 1, 1, 2, 3, 1, 3, 3, 1, 3, 3, 3, 4, 1, 2, 2, 4, 5, 2, 1, 1, 1, 2, 1, 2, 5, 5, 1, 2, 4]",128,51,26,False,12
T4_D16,156,2.6531,"[1, 1, 6, 2, 6, 1, 1, 3, 3, 3, 2, 4, 5, 4, 2, 3, 2, 4, 1, 1, 4, 1, 1, 3, 1, 2, 4, 3, 4, 3, 6, 1, 2, 2, 1, 1, 2, 4, 4, 4, 4, 1, 1, 3, 2, 2, 4, 1, 4]","[0, 0, 5, 1, 5, 0, 0, 2, 2, 2, 1, 3, 4, 3, 1, 2, 1, 3, 0, 0, 3, 0, 0, 2, 0, 1, 3, 2, 3, 2, 5, 0, 1, 1, 0, 0, 1, 3, 3, 3, 3, 0, 0, 2, 1, 1, 3, 0, 3]","[1, 1, 5, 2, 5, 1, 1, 3, 3, 3, 2, 4, 5, 4, 2, 3, 2, 4, 1, 1, 4, 1, 1, 3, 1, 2, 4, 3, 4, 3, 5, 1, 2, 2, 1, 1, 2, 4, 4, 4, 4, 1, 1, 3, 2, 2, 4, 1, 4]",128,49,26,False,7
T4_D16,157,3.5405,"[1, 4, 2, 6, 6, 1, 5, 2, 1, 2, 6, 6, 6, 4, 3, 3, 3, 4, 3, 1, 2, 5, 4, 4, 1, 2, 6, 4, 3, 3, 3, 5, 5, 4, 3, 2, 6]","[0, 3, 1, 5, 5, 0, 4, 1, 0, 1, 5, 5, 5, 3, 2, 2, 2, 3, 2, 0, 1, 4, 3, 3, 0, 1, 5, 3, 2, 2, 2, 4, 4, 3, 2, 1, 5]","[1, 4, 2, 5, 5, 1, 5, 2, 1, 2, 5, 5, 5, 4, 3, 3, 3, 4, 3, 1, 2, 5, 4, 4, 1, 2, 5, 4, 3, 3, 3, 5, 5, 4, 3, 2, 5]",128,37,26,False,1
T4_D16,158,3.122,"[1, 1, 6, 3, 2, 6, 2, 2, 3, 2, 4, 2, 6, 3, 1, 4, 3, 2, 1, 1, 6, 4, 4, 4, 2, 6, 3, 5, 1, 2, 6, 4, 4, 3, 1, 4, 2, 4, 3, 2, 3]","[0, 0, 5, 2, 1, 5, 1, 1, 2, 1, 3, 1, 5, 2, 0, 3, 2, 1, 0, 0, 5, 3, 3, 3, 1, 5, 2, 4, 0, 1, 5, 3, 3, 2, 0, 3, 1, 3, 2, 1, 2]","[1, 1, 5, 3, 2, 5, 2, 2, 3, 2, 4, 2, 5, 3, 1, 4, 3, 2, 1, 1, 5, 4, 4, 4, 2, 5, 3, 5, 1, 2, 5, 4, 4, 3, 1, 4, 2, 4, 3, 2, 3]",128,41,26,False,1
T4_D16,159,2.6875,"[3, 4, 3, 2, 2, 4, 5, 4, 6, 2, 1, 1, 2, 4, 1, 1, 2, 4, 3, 4, 3, 3, 3, 3, 3, 5, 2, 2, 3, 1, 1, 2, 4, 1, 1, 5, 2, 2, 1, 1, 3, 3, 3, 4, 2, 2, 3, 3]","[2, 3, 2, 1, 1, 3, 4, 3, 5, 1, 0, 0, 1, 3, 0, 0, 1, 3, 2, 3, 2, 2, 2, 2, 2, 4, 1, 1, 2, 0, 0, 1, 3, 0, 0, 4, 1, 1, 0, 0, 2, 2, 2, 3, 1, 1, 2, 2]","[3, 4, 3, 2, 2, 4, 5, 4, 5, 2, 1, 1, 2, 4, 1, 1, 2, 4, 3, 4, 3, 3, 3, 3, 3, 5, 2, 2, 3, 1, 1, 2, 4, 1, 1, 5, 2, 2, 1, 1, 3, 3, 3, 4, 2, 2, 3, 3]",128,48,26,False,36
T4_D16,160,2.6327,"[1, 5, 2, 6, 2, 2, 4, 4, 3, 4, 1, 1, 1, 1, 4, 2, 1, 2, 4, 2, 1, 4, 3, 3, 2, 3, 5, 3, 4, 5, 3, 3, 6, 1, 1, 1, 6, 2, 1, 1, 1, 4, 1, 2, 2, 2, 2, 2, 3]","[0, 4, 1, 5, 1, 1, 3, 3, 2, 3, 0, 0, 0, 0, 3, 1, 0, 1, 3, 1, 0, 3, 2, 2, 1, 2, 4, 2, 3, 4, 2, 2, 5, 0, 0, 0, 5, 1, 0, 0, 0, 3, 0, 1, 1, 1, 1, 1, 2]","[1, 5, 2, 5, 2, 2, 4, 4, 3, 4, 1, 1, 1, 1, 4, 2, 1, 2, 4, 2, 1, 4, 3, 3, 2, 3, 5, 3, 4, 5, 3, 3, 5, 1, 1, 1, 5, 2, 1, 1, 1, 4, 1, 2, 2, 2, 2, 2, 3]",128,49,26,False,1
T4_D8,81,2.56,"[3, 3, 3, 3, 4, 2, 4, 1, 2, 3, 1, 1, 2, 4, 2, 4, 2, 1, 1, 3, 3, 2, 2, 1, 4, 4, 4, 2, 2, 1, 5, 3, 2, 1, 1, 2, 2, 2, 1, 3, 3, 5, 2, 2, 5, 2, 1, 4, 6, 2]","[2, 2, 2, 2, 3, 1, 3, 0, 1, 2, 0, 0, 1, 3, 1, 3, 1, 0, 0, 2, 2, 1, 1, 0, 3, 3, 3, 1, 1, 0, 4, 2, 1, 0, 0, 1, 1, 1, 0, 2, 2, 4, 1, 1, 4, 1, 0, 3, 5, 1]","[3, 3, 3, 3, 4, 2, 4, 1, 2, 3, 1, 1, 2, 4, 2, 4, 2, 1, 1, 3, 3, 2, 2, 1, 4, 4, 4, 2, 2, 1, 5, 3, 2, 1, 1, 2, 2, 2, 1, 3, 3, 5, 2, 2, 5, 2, 1, 4, 5, 2]",128,50,26,False,3
T4_D8,82,3.3333,"[4, 4, 2, 3, 2, 4, 4, 6, 4, 3, 4, 1, 3, 6, 4, 3, 3, 2, 4, 2, 2, 3, 4, 3, 3, 4, 4, 4, 3, 3, 2, 3, 5, 3, 3, 4, 3, 2, 4]","[3, 3, 1, 2, 1, 3, 3, 5, 3, 2, 3, 0, 2, 5, 3, 2, 2, 1, 3, 1, 1, 2, 3, 2, 2, 3, 3, 3, 2, 2, 1, 2, 4, 2, 2, 3, 2, 1, 3]","[4, 4, 2, 3, 2, 4, 4, 5, 4, 3, 4, 1, 3, 5, 4, 3, 3, 2, 4, 2, 2, 3, 4, 3, 3, 4, 4, 4, 3, 3, 2, 3, 5, 3, 3, 4, 3, 2, 4]",128,39,26,False,39
T4_D8,83,3.0233,"[4, 5, 4, 6, 2, 5, 4, 2, 4, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 4, 4, 4, 4, 4, 4, 6, 5, 2, 1, 2, 1, 3, 3, 3, 4, 3, 3, 3, 5, 4, 3]","[3, 4, 3, 5, 1, 4, 3, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 3, 3, 3, 3, 3, 3, 5, 4, 1, 0, 1, 0, 2, 2, 2, 3, 2, 2, 2, 4, 3, 2]","[4, 5, 4, 5, 2, 5, 4, 2, 4, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 4, 4, 4, 4, 4, 4, 5, 5, 2, 1, 2, 1, 3, 3, 3, 4, 3, 3, 3, 5, 4, 3]",128,43,26,False,1
T4_D8,84,3.0476,"[4, 1, 2, 1, 4, 3, 5, 3, 2, 6, 3, 6, 4, 3, 3, 6, 3, 3, 3, 2, 4, 3, 3, 3, 2, 2, 4, 4, 3, 3, 3, 3, 2, 5, 3, 1, 2, 3, 2, 2, 2, 2]","[3, 0, 1, 0, 3, 2, 4, 2, 1, 5, 2, 5, 3, 2, 2, 5, 2, 2, 2, 1, 3, 2, 2, 2, 1, 1, 3, 3, 2, 2, 2, 2, 1, 4, 2, 0, 1, 2, 1, 1, 1, 1]","[4, 1, 2, 1, 4, 3, 5, 3, 2, 5, 3, 5, 4, 3, 3, 5, 3, 3, 3, 2, 4, 3, 3, 3, 2, 2, 4, 4, 3, 3, 3, 3, 2, 5, 3, 1, 2, 3, 2, 2, 2, 2]",128,42,26,False,4
T4_D8,85,2.5098,"[1, 3, 4, 3, 4, 2, 1, 3, 4, 2, 4, 1, 2, 2, 3, 2, 3, 3, 4, 2, 5, 5, 2, 4, 2, 4, 2, 4, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 2, 3, 3, 2, 2, 2, 4, 2, 1, 4, 2, 3]","[0, 2, 3, 2, 3, 1, 0, 2, 3, 1, 3, 0, 1, 1, 2, 1, 2, 2, 3, 1, 4, 4, 1, 3, 1, 3, 1, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 1, 1, 1, 3, 1, 0, 3, 1, 2]","[1, 3, 4, 3, 4, 2, 1, 3, 4, 2, 4, 1, 2, 2, 3, 2, 3, 3, 4, 2, 5, 5, 2, 4, 2, 4, 2, 4, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 2, 3, 3, 2, 2, 2, 4, 2, 1, 4, 2, 3]",128,51,26,False,13
T4_D8,86,2.2069,"[1, 1, 1, 5, 5, 1, 1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 3, 2, 3, 1, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 4, 2, 4, 2, 2]","[0, 0, 0, 4, 4, 0, 0, 1, 0, 1, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 1, 1, 0, 1, 2, 2, 1, 2, 0, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 0, 1, 3, 1, 3, 1, 1]","[1, 1, 1, 5, 5, 1, 1, 2, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 3, 2, 3, 1, 2, 3, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 1, 2, 1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 4, 2, 4, 2, 2]",128,58,26,False,21
T4_D8,87,2.8667,"[6, 3, 2, 6, 5, 2, 3, 3, 2, 3, 4, 5, 2, 1, 3, 4, 2, 2, 1, 2, 3, 4, 3, 2, 3, 2, 2, 1, 3, 3, 2, 4, 2, 3, 2, 2, 2, 1, 3, 6, 6, 3, 1, 3, 2]","[5, 2, 1, 5, 4, 1, 2, 2, 1, 2, 3, 4, 1, 0, 2, 3, 1, 1, 0, 1, 2, 3, 2, 1, 2, 1, 1, 0, 2, 2, 1, 3, 1, 2, 1, 1, 1, 0, 2, 5, 5, 2, 0, 2, 1]","[5, 3, 2, 5, 5, 2, 3, 3, 2, 3, 4, 5, 2, 1, 3, 4, 2, 2, 1, 2, 3, 4, 3, 2, 3, 2, 2, 1, 3, 3, 2, 4, 2, 3, 2, 2, 2, 1, 3, 5, 5, 3, 1, 3, 2]",128,45,26,False,28
T4_D8,88,2.0,"[1, 3, 2, 3, 2, 1, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 4, 1, 1, 4, 1, 3, 1, 2, 5, 4, 1, 3, 3, 2, 2, 1, 3, 2, 2, 1, 2, 2, 2, 3]","[0, 2, 1, 2, 1, 0, 1, 3, 1, 1, 1, 2, 1, 0, 1, 2, 1, 0, 0, 1, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 3, 0, 0, 3, 0, 2, 0, 1, 4, 3, 0, 2, 2, 1, 1, 0, 2, 1, 1, 0, 1, 1, 1, 2]","[1, 3, 2, 3, 2, 1, 2, 4, 2, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 4, 1, 1, 4, 1, 3, 1, 2, 5, 4, 1, 3, 3, 2, 2, 1, 3, 2, 2, 1, 2, 2, 2, 3]",128,65,26,False,9
T4_D8,89,2.9318,"[1, 4, 4, 2, 5, 1, 6, 4, 4, 3, 1, 3, 2, 4, 6, 2, 3, 1, 2, 2, 2, 4, 4, 1, 2, 4, 3, 3, 6, 1, 4, 2, 4, 3, 3, 2, 2, 2, 2, 2, 3, 4, 3, 3]","[0, 3, 3, 1, 4, 0, 5, 3, 3, 2, 0, 2, 1, 3, 5, 1, 2, 0, 1, 1, 1, 3, 3, 0, 1, 3, 2, 2, 5, 0, 3, 1, 3, 2, 2, 1, 1, 1, 1, 1, 2, 3, 2, 2]","[1, 4, 4, 2, 5, 1, 5, 4, 4, 3, 1, 3, 2, 4, 5, 2, 3, 1, 2, 2, 2, 4, 4, 1, 2, 4, 3, 3, 5, 1, 4, 2, 4, 3, 3, 2, 2, 2, 2, 2, 3, 4, 3, 3]",128,44,26,False,12
T4_D8,90,3.175,"[1, 4, 5, 4, 2, 4, 3, 4, 4, 3, 2, 3, 4, 2, 3, 2, 1, 3, 2, 6, 3, 2, 4, 5, 2, 3, 2, 4, 3, 3, 3, 2, 3, 4, 4, 3, 4, 5, 5, 1]","[0, 3, 4, 3, 1, 3, 2, 3, 3, 2, 1, 2, 3, 1, 2, 1, 0, 2, 1, 5, 2, 1, 3, 4, 1, 2, 1, 3, 2, 2, 2, 1, 2, 3, 3, 2, 3, 4, 4, 0]","[1, 4, 5, 4, 2, 4, 3, 4, 4, 3, 2, 3, 4, 2, 3, 2, 1, 3, 2, 5, 3, 2, 4, 5, 2, 3, 2, 4, 3, 3, 3, 2, 3, 4, 4, 3, 4, 5, 5, 1]",127,40,26,False,42
T4_D8,91,2.5094,"[1, 3, 3, 2, 4, 2, 5, 3, 3, 1, 2, 1, 4, 5, 2, 2, 3, 3, 1, 2, 1, 1, 3, 4, 4, 2, 2, 3, 2, 3, 2, 2, 1, 3, 2, 1, 2, 3, 1, 1, 3, 1, 2, 3, 1, 5, 2, 3, 5, 3, 2, 2, 6]","[0, 2, 2, 1, 3, 1, 4, 2, 2, 0, 1, 0, 3, 4, 1, 1, 2, 2, 0, 1, 0, 0, 2, 3, 3, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 0, 1, 2, 0, 0, 2, 0, 1, 2, 0, 4, 1, 2, 4, 2, 1, 1, 5]","[1, 3, 3, 2, 4, 2, 5, 3, 3, 1, 2, 1, 4, 5, 2, 2, 3, 3, 1, 2, 1, 1, 3, 4, 4, 2, 2, 3, 2, 3, 2, 2, 1, 3, 2, 1, 2, 3, 1, 1, 3, 1, 2, 3, 1, 5, 2, 3, 5, 3, 2, 2, 5]",128,53,26,False,1
T4_D8,92,2.0645,"[1, 2, 3, 2, 4, 3, 3, 1, 1, 3, 2, 1, 2, 2, 2, 1, 3, 3, 1, 2, 3, 3, 5, 1, 1, 3, 3, 3, 1, 1, 2, 1, 1, 2, 5, 1, 1, 3, 2, 3, 1, 2, 2, 1, 2, 1, 1, 3, 1, 1, 2, 1, 2, 4, 1, 1, 2, 4, 1, 2, 3, 3]","[0, 1, 2, 1, 3, 2, 2, 0, 0, 2, 1, 0, 1, 1, 1, 0, 2, 2, 0, 1, 2, 2, 4, 0, 0, 2, 2, 2, 0, 0, 1, 0, 0, 1, 4, 0, 0, 2, 1, 2, 0, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 3, 0, 0, 1, 3, 0, 1, 2, 2]","[1, 2, 3, 2, 4, 3, 3, 1, 1, 3, 2, 1, 2, 2, 2, 1, 3, 3, 1, 2, 3, 3, 5, 1, 1, 3, 3, 3, 1, 1, 2, 1, 1, 2, 5, 1, 1, 3, 2, 3, 1, 2, 2, 1, 2, 1, 1, 3, 1, 1, 2, 1, 2, 4, 1, 1, 2, 4, 1, 2, 3, 3]",128,62,26,False,4
T4_D8,93,2.64,"[1, 4, 4, 2, 2, 3, 2, 3, 1, 3, 3, 2, 5, 5, 4, 5, 2, 4, 2, 1, 1, 2, 3, 3, 2, 2, 2, 4, 2, 2, 5, 1, 2, 3, 1, 3, 1, 4, 1, 2, 2, 2, 3, 3, 5, 2, 1, 2, 3, 5]","[0, 3, 3, 1, 1, 2, 1, 2, 0, 2, 2, 1, 4, 4, 3, 4, 1, 3, 1, 0, 0, 1, 2, 2, 1, 1, 1, 3, 1, 1, 4, 0, 1, 2, 0, 2, 0, 3, 0, 1, 1, 1, 2, 2, 4, 1, 0, 1, 2, 4]","[1, 4, 4, 2, 2, 3, 2, 3, 1, 3, 3, 2, 5, 5, 4, 5, 2, 4, 2, 1, 1, 2, 3, 3, 2, 2, 2, 4, 2, 2, 5, 1, 2, 3, 1, 3, 1, 4, 1, 2, 2, 2, 3, 3, 5, 2, 1, 2, 3, 5]",128,50,26,False,16
T4_D8,94,3.0714,"[1, 3, 3, 5, 1, 2, 3, 2, 3, 3, 2, 4, 3, 3, 2, 4, 4, 3, 5, 2, 3, 2, 6, 2, 5, 3, 2, 4, 5, 3, 2, 3, 1, 2, 1, 3, 3, 5, 4, 6, 2, 4]","[0, 2, 2, 4, 0, 1, 2, 1, 2, 2, 1, 3, 2, 2, 1, 3, 3, 2, 4, 1, 2, 1, 5, 1, 4, 2, 1, 3, 4, 2, 1, 2, 0, 1, 0, 2, 2, 4, 3, 5, 1, 3]","[1, 3, 3, 5, 1, 2, 3, 2, 3, 3, 2, 4, 3, 3, 2, 4, 4, 3, 5, 2, 3, 2, 5, 2, 5, 3, 2, 4, 5, 3, 2, 3, 1, 2, 1, 3, 3, 5, 4, 5, 2, 4]",128,42,26,False,11
T4_D8,95,2.7292,"[1, 3, 5, 2, 3, 1, 2, 3, 3, 2, 3, 2, 3, 1, 1, 1, 3, 2, 4, 1, 2, 1, 2, 2, 2, 2, 2, 2, 5, 2, 3, 1, 4, 4, 3, 3, 4, 3, 1, 6, 4, 2, 2, 3, 4, 4, 6, 6]","[0, 2, 4, 1, 2, 0, 1, 2, 2, 1, 2, 1, 2, 0, 0, 0, 2, 1, 3, 0, 1, 0, 1, 1, 1, 1, 1, 1, 4, 1, 2, 0, 3, 3, 2, 2, 3, 2, 0, 5, 3, 1, 1, 2, 3, 3, 5, 5]","[1, 3, 5, 2, 3, 1, 2, 3, 3, 2, 3, 2, 3, 1, 1, 1, 3, 2, 4, 1, 2, 1, 2, 2, 2, 2, 2, 2, 5, 2, 3, 1, 4, 4, 3, 3, 4, 3, 1, 5, 4, 2, 2, 3, 4, 4, 5, 5]",128,48,26,False,53
T4_D8,96,3.0714,"[2, 4, 4, 2, 4, 2, 6, 2, 2, 1, 1, 2, 3, 2, 2, 2, 4, 4, 4, 4, 2, 3, 2, 3, 3, 2, 4, 4, 6, 2, 2, 3, 2, 6, 3, 1, 5, 4, 2, 6, 5, 2]","[1, 3, 3, 1, 3, 1, 5, 1, 1, 0, 0, 1, 2, 1, 1, 1, 3, 3, 3, 3, 1, 2, 1, 2, 2, 1, 3, 3, 5, 1, 1, 2, 1, 5, 2, 0, 4, 3, 1, 5, 4, 1]","[2, 4, 4, 2, 4, 2, 5, 2, 2, 1, 1, 2, 3, 2, 2, 2, 4, 4, 4, 4, 2, 3, 2, 3, 3, 2, 4, 4, 5, 2, 2, 3, 2, 5, 3, 1, 5, 4, 2, 5, 5, 2]",128,42,26,False,28
T4_D8,97,3.0465,"[1, 4, 4, 3, 3, 4, 2, 3, 3, 3, 3, 3, 4, 3, 4, 3, 2, 2, 2, 4, 3, 3, 3, 3, 3, 4, 4, 2, 2, 4, 3, 3, 2, 2, 5, 5, 2, 5, 1, 2, 2, 2, 6]","[0, 3, 3, 2, 2, 3, 1, 2, 2, 2, 2, 2, 3, 2, 3, 2, 1, 1, 1, 3, 2, 2, 2, 2, 2, 3, 3, 1, 1, 3, 2, 2, 1, 1, 4, 4, 1, 4, 0, 1, 1, 1, 5]","[1, 4, 4, 3, 3, 4, 2, 3, 3, 3, 3, 3, 4, 3, 4, 3, 2, 2, 2, 4, 3, 3, 3, 3, 3, 4, 4, 2, 2, 4, 3, 3, 2, 2, 5, 5, 2, 5, 1, 2, 2, 2, 5]",128,43,26,False,12
T4_D8,98,2.3273,"[1, 4, 1, 2, 1, 3, 3, 2, 1, 3, 2, 4, 4, 2, 3, 2, 4, 2, 2, 4, 2, 2, 3, 2, 1, 1, 2, 4, 2, 1, 3, 1, 3, 2, 2, 2, 3, 1, 2, 2, 4, 2, 2, 3, 1, 2, 1, 2, 2, 4, 3, 3, 5, 2, 1]","[0, 3, 0, 1, 0, 2, 2, 1, 0, 2, 1, 3, 3, 1, 2, 1, 3, 1, 1, 3, 1, 1, 2, 1, 0, 0, 1, 3, 1, 0, 2, 0, 2, 1, 1, 1, 2, 0, 1, 1, 3, 1, 1, 2, 0, 1, 0, 1, 1, 3, 2, 2, 4, 1, 0]","[1, 4, 1, 2, 1, 3, 3, 2, 1, 3, 2, 4, 4, 2, 3, 2, 4, 2, 2, 4, 2, 2, 3, 2, 1, 1, 2, 4, 2, 1, 3, 1, 3, 2, 2, 2, 3, 1, 2, 2, 4, 2, 2, 3, 1, 2, 1, 2, 2, 4, 3, 3, 5, 2, 1]",128,55,26,False,4
T4_D8,99,2.1311,"[1, 2, 1, 1, 2, 3, 3, 3, 3, 5, 3, 1, 2, 2, 1, 1, 3, 3, 4, 2, 2, 4, 2, 3, 2, 3, 1, 1, 1, 2, 2, 2, 3, 1, 2, 5, 1, 1, 2, 1, 4, 1, 1, 1, 3, 2, 3, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 4, 1, 2, 3]","[0, 1, 0, 0, 1, 2, 2, 2, 2, 4, 2, 0, 1, 1, 0, 0, 2, 2, 3, 1, 1, 3, 1, 2, 1, 2, 0, 0, 0, 1, 1, 1, 2, 0, 1, 4, 0, 0, 1, 0, 3, 0, 0, 0, 2, 1, 2, 2, 0, 1, 1, 1, 0, 2, 0, 0, 1, 3, 0, 1, 2]","[1, 2, 1, 1, 2, 3, 3, 3, 3, 5, 3, 1, 2, 2, 1, 1, 3, 3, 4, 2, 2, 4, 2, 3, 2, 3, 1, 1, 1, 2, 2, 2, 3, 1, 2, 5, 1, 1, 2, 1, 4, 1, 1, 1, 3, 2, 3, 3, 1, 2, 2, 2, 1, 3, 1, 1, 2, 4, 1, 2, 3]",128,61,26,False,9
T4_D8,100,2.2203,"[1, 3, 3, 1, 3, 2, 2, 1, 3, 1, 1, 1, 1, 2, 2, 4, 4, 3, 2, 2, 2, 2, 1, 2, 3, 1, 1, 6, 1, 1, 2, 2, 2, 1, 3, 4, 3, 1, 1, 2, 1, 4, 2, 1, 3, 4, 1, 2, 2, 1, 1, 2, 2, 2, 5, 2, 4, 4, 5]","[0, 2, 2, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 3, 3, 2, 1, 1, 1, 1, 0, 1, 2, 0, 0, 5, 0, 0, 1, 1, 1, 0, 2, 3, 2, 0, 0, 1, 0, 3, 1, 0, 2, 3, 0, 1, 1, 0, 0, 1, 1, 1, 4, 1, 3, 3, 4]","[1, 3, 3, 1, 3, 2, 2, 1, 3, 1, 1, 1, 1, 2, 2, 4, 4, 3, 2, 2, 2, 2, 1, 2, 3, 1, 1, 5, 1, 1, 2, 2, 2, 1, 3, 4, 3, 1, 1, 2, 1, 4, 2, 1, 3, 4, 1, 2, 2, 1, 1, 2, 2, 2, 5, 2, 4, 4, 5]",128,59,26,False,1
T4_D8,101,2.2414,"[1, 3, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 3, 3, 4, 3, 1, 1, 1, 1, 2, 5, 1, 3, 3, 2, 1, 3, 2, 4, 2, 4, 2, 4, 4, 2, 3, 1, 1, 2, 2, 2, 5, 4, 1, 2, 1, 2, 1, 1, 3, 2, 4, 3, 2, 1, 3, 3]","[0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 3, 2, 0, 0, 0, 0, 1, 4, 0, 2, 2, 1, 0, 2, 1, 3, 1, 3, 1, 3, 3, 1, 2, 0, 0, 1, 1, 1, 4, 3, 0, 1, 0, 1, 0, 0, 2, 1, 3, 2, 1, 0, 2, 2]","[1, 3, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 3, 3, 4, 3, 1, 1, 1, 1, 2, 5, 1, 3, 3, 2, 1, 3, 2, 4, 2, 4, 2, 4, 4, 2, 3, 1, 1, 2, 2, 2, 5, 4, 1, 2, 1, 2, 1, 1, 3, 2, 4, 3, 2, 1, 3, 3]",128,58,26,False,4
