target,prompt_idx,round,fp_accept,q_accept,accept_delta,recheck_accept,recheck_accept_delta,recheck_top1_same_fp,accept_delta_vs_recheck,fp_q_top1_same,q_top1_in_tree,fp_top1_in_tree,entropy_delta,margin_delta,top1_prob_delta,kl_fp_q,tv,tree_mass_fp,tree_mass_q,tree_mass_delta,ce_delta,category
W4A4,10,1,3,3,0,3,0,True,0,True,True,True,0.0014,-3.3984,-0.0001,0.0001,0.0001,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,10,2,2,3,1,2,0,True,1,True,True,True,-0.3382,0.4609,0.1016,0.215,0.1094,0.9005,0.9717,0.0711,-0.0117,DEGRADATION_INDUCED_GENEROSITY
W4A4,10,3,3,3,0,3,0,True,0,True,True,True,0.9071,-3.1719,-0.3504,0.4546,0.3693,0.98,0.834,-0.146,-0.0117,UNCHANGED
W4A4,10,4,2,2,0,2,0,True,0,True,True,True,0.0118,-0.0938,-0.0025,0.0013,0.0036,0.9905,0.9905,-0.0001,-0.0117,UNCHANGED
W4A4,10,5,0,0,0,0,0,True,0,True,False,False,-0.0165,1.0156,0.0663,0.164,0.1424,0.2093,0.1402,-0.0691,-0.0117,UNCHANGED
W4A4,10,6,3,1,-2,3,0,True,-2,True,True,True,0.2504,-1.5781,-0.0696,0.0848,0.0803,0.9999,0.9948,-0.0051,-0.0117,DEGRADED_FALSE_REJECTION
W4A4,10,7,5,5,0,5,0,True,0,True,True,True,0.0,-2.1094,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,10,8,3,3,0,3,0,True,0,True,True,True,0.0009,-2.2656,-0.0001,0.0001,0.0001,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,10,9,1,1,0,1,0,True,0,True,True,True,-0.2657,1.625,0.3245,0.292,0.3245,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,10,10,3,3,0,3,0,True,0,True,True,True,0.0004,-3.4844,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,10,11,4,4,0,4,0,True,0,True,True,True,0.0002,0.6094,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,10,12,1,1,0,1,0,True,0,True,True,True,0.0109,-1.1484,-0.0011,0.0008,0.0012,0.9996,0.9991,-0.0006,-0.0117,UNCHANGED
W4A4,10,13,1,1,0,1,0,True,0,True,True,True,0.0653,-3.7188,-0.0109,0.01,0.0109,0.9997,0.9893,-0.0104,-0.0117,UNCHANGED
W4A4,10,14,1,1,0,1,0,True,0,True,True,True,-1.4925,2.5938,0.5954,1.6079,0.6394,0.2634,0.8597,0.5962,-0.0117,UNCHANGED
W4A4,10,15,2,2,0,2,0,True,0,True,True,True,0.1383,-0.1719,-0.0501,0.021,0.0501,0.9996,0.9862,-0.0135,-0.0117,UNCHANGED
W4A4,11,0,2,2,0,2,0,True,0,True,True,True,0.5425,-1.5625,-0.2716,0.4567,0.3869,0.8427,0.7751,-0.0676,-0.0117,UNCHANGED
W4A4,11,1,2,1,-1,2,0,True,-1,True,True,True,0.6211,-1.5312,-0.2974,0.4719,0.3723,0.8965,0.6565,-0.24,-0.0117,STRICTER_ALIGNMENT_LOSS
W4A4,11,2,2,2,0,2,0,True,0,True,True,True,0.0158,-4.0859,-0.0018,0.0017,0.0018,0.9999,0.9982,-0.0017,-0.0117,UNCHANGED
W4A4,11,3,2,2,0,2,0,True,0,True,True,True,0.0002,-2.4297,-0.0,0.0,0.0,1.0,1.0,-0.0,-0.0117,UNCHANGED
W4A4,11,4,2,2,0,2,0,True,0,True,True,True,-0.0001,1.1406,0.0,0.0,0.0,1.0,1.0,0.0,-0.0117,UNCHANGED
W4A4,11,5,2,2,0,2,0,True,0,True,True,True,0.5767,-3.0938,-0.1629,0.1481,0.1629,0.9936,0.8783,-0.1153,-0.0117,UNCHANGED
W4A4,11,6,1,1,0,1,0,True,0,True,True,True,0.3975,-1.2188,-0.216,0.1334,0.2264,0.9597,0.9413,-0.0185,-0.0117,UNCHANGED
W4A4,11,7,2,2,0,2,0,True,0,True,True,True,0.3635,-1.0625,-0.0605,0.0451,0.0607,0.9889,0.939,-0.0499,-0.0117,UNCHANGED
W4A4,11,8,3,3,0,3,0,True,0,True,True,True,0.4251,0.0312,-0.0785,0.0611,0.0904,0.9556,0.8848,-0.0708,-0.0117,UNCHANGED
W4A4,11,9,3,3,0,3,0,True,0,True,True,True,0.1753,-1.5781,-0.0364,0.0238,0.0364,0.9918,0.9555,-0.0362,-0.0117,UNCHANGED
W4A4,11,10,0,3,3,0,0,True,3,False,True,False,0.0044,1.2812,0.1627,3.5437,0.6015,0.2865,0.8083,0.5218,-0.0117,ACCIDENTAL_RANK_FLIP
W4A4,11,11,0,2,2,0,0,True,2,False,True,False,2.1149,-5.875,-0.7181,3.0622,0.9514,0.0027,0.658,0.6553,-0.0117,ACCIDENTAL_RANK_FLIP
W4A4,11,12,0,0,0,0,0,True,0,True,False,False,0.0911,0.2344,0.037,0.0974,0.1084,0.0318,0.0629,0.0312,-0.0117,UNCHANGED
W4A4,11,13,3,3,0,3,0,True,0,True,True,True,0.5572,-0.9062,-0.1618,0.1268,0.1711,0.9804,0.8678,-0.1126,-0.0117,UNCHANGED
W4A4,11,14,3,3,0,3,0,True,0,True,True,True,-0.0901,0.6875,0.0196,0.0243,0.02,0.9657,0.983,0.0173,-0.0117,UNCHANGED
W4A4,11,15,0,0,0,0,0,True,0,True,False,False,0.1644,0.4844,-0.006,0.0398,0.0381,0.0005,0.0001,-0.0004,-0.0117,UNCHANGED
