view,out_bin,in_bin,bin_rms
stock,10,24,0.09946157783269882
stock,10,25,0.0995766893029213
stock,10,26,0.0982210785150528
stock,10,27,0.09830956906080246
stock,10,28,0.09833711385726929
stock,10,29,0.0983235090970993
stock,10,30,0.10027359426021576
stock,10,31,0.0982164740562439
stock,10,32,0.11844619363546371
stock,10,33,0.11929666250944138
stock,10,34,0.11790622025728226
stock,10,35,0.11783502250909805
stock,10,36,0.1184995248913765
stock,10,37,0.11779789626598358
stock,10,38,0.11990130692720413
stock,10,39,0.11923094093799591
stock,10,40,0.11950337141752243
stock,10,41,0.11786443740129471
stock,10,42,0.1185496374964714
stock,10,43,0.1186201423406601
stock,10,44,0.11927434802055359
stock,10,45,0.11755992472171783
stock,10,46,0.1185918003320694
stock,10,47,0.11781062185764313
stock,10,48,0.07596553862094879
stock,10,49,0.07622247189283371
stock,10,50,0.07701508700847626
stock,10,51,0.07672515511512756
stock,10,52,0.0765046775341034
stock,10,53,0.07574257999658585
stock,10,54,0.07590515911579132
stock,10,55,0.07591282576322556
stock,10,56,0.0770392119884491
stock,10,57,0.07684977352619171
stock,10,58,0.07660410553216934
stock,10,59,0.0760422870516777
stock,10,60,0.07564204931259155
stock,10,61,0.07703232765197754
stock,10,62,0.07656605541706085
stock,10,63,0.07559013366699219
stock,10,64,0.060687799006700516
stock,10,65,0.06129775941371918
stock,10,66,0.06002792343497276
